"Date","Price","Open","High","Low","Vol.","Change %"
"06/01/1996","11,014.0","11,012.0","11,014.0","11,012.0","","0.02%"
"05/01/1996","11,011.5","11,009.0","11,011.5","11,009.0","","-0.01%"
"04/01/1996","11,013.0","11,010.0","11,013.0","11,010.0","","0.00%"
"03/01/1996","11,013.0","11,010.0","11,013.0","11,010.0","","0.00%"
"02/01/1996","11,012.5","11,010.0","11,012.5","11,010.0","","0.00%"
"01/01/1996","11,012.5","11,010.0","11,012.5","11,010.0","","0.01%"
"12/01/1995","11,011.0","11,010.0","11,011.0","11,010.0","","0.01%"
"11/01/1995","11,010.0","11,009.0","11,010.0","11,009.0","","0.04%"
"10/01/1995","11,006.0","11,004.0","11,006.0","11,004.0","","-0.15%"
"09/01/1995","11,022.5","11,015.0","11,022.5","11,015.0","","-0.07%"
"08/01/1995","11,030.5","11,025.0","11,030.5","11,025.0","","-0.08%"
"07/01/1995","11,039.0","11,030.0","11,039.0","11,030.0","","-0.06%"
"06/01/1995","11,046.0","11,040.0","11,046.0","11,040.0","","-0.05%"
"05/01/1995","11,051.0","11,045.0","11,051.0","11,045.0","","0.04%"
